Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-agql,randomiser-a5sl,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: env_image,Spreadsheet: image_set,Spreadsheet: noisiness,Spreadsheet: oddity,Spreadsheet: quadrant,Spreadsheet: blockType,Store: ToFind
84,1784019409756,14/07/2026 08:56:49,1784019409756,-5,14/07/2026 03:56:49,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,27,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,4583.5199999999895,6349.760000000009,6366.020000000019,4583.5199999999895,6349.760000000009,6366.020000000019,1,1782.500000000029,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-13-oddity-noise.png,13,1 - High,1 - Present,4,trial,
85,1784019414153,14/07/2026 08:56:54,1784019414153,-5,14/07/2026 03:56:54,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,28,trial,image rating,aixaxv,1,continue,,,4416.899999999994,4400.6600000000035,4416.899999999994,4416.899999999994,4400.6600000000035,4416.899999999994,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-03-normal-noise.png,03,1 - High,0 - None,2,trial,
86,1784019414154,14/07/2026 08:56:54,1784019414154,-5,14/07/2026 03:56:54,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,28,trial,image rating,aixaxv,1,response,1 - Completely Expected,,2067.1600000000035,4400.6600000000035,4417.3000000000175,2067.1600000000035,4400.6600000000035,4417.3000000000175,1,2350.140000000014,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-03-normal-noise.png,03,1 - High,0 - None,2,trial,
87,1784019414154,14/07/2026 08:56:54,1784019414154,-5,14/07/2026 03:56:54,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,28,trial,image rating,aixaxv,1,response,"3 - Yes, but would not be feel nice",,3700.5199999999895,4400.6600000000035,4417.3000000000175,3700.5199999999895,4400.6600000000035,4417.3000000000175,1,716.7800000000279,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-03-normal-noise.png,03,1 - High,0 - None,2,trial,
88,1784019419920,14/07/2026 08:56:59,1784019419920,-5,14/07/2026 03:56:59,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,29,trial,image rating,aixaxv,1,continue,,,5783.239999999991,5766.859999999986,5783.239999999991,5783.239999999991,5766.859999999986,5783.239999999991,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-04-normal-noise.png,04,1 - High,0 - None,2,trial,
89,1784019419923,14/07/2026 08:56:59,1784019419923,-5,14/07/2026 03:56:59,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,29,trial,image rating,aixaxv,1,response,1 - Completely Expected,,2966.75999999998,5766.859999999986,5783.539999999979,2966.75999999998,5766.859999999986,5783.539999999979,1,2816.779999999999,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-04-normal-noise.png,04,1 - High,0 - None,2,trial,
90,1784019419923,14/07/2026 08:56:59,1784019419923,-5,14/07/2026 03:56:59,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,29,trial,image rating,aixaxv,1,response,"3 - Yes, but would not be feel nice",,4383.5,5766.859999999986,5783.539999999979,4383.5,5766.859999999986,5783.539999999979,1,1400.039999999979,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-04-normal-noise.png,04,1 - High,0 - None,2,trial,
91,1784019423803,14/07/2026 08:57:03,1784019423803,-5,14/07/2026 03:57:03,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,30,trial,image rating,aixaxv,1,continue,,,3898.779999999999,3882.779999999999,3898.779999999999,3898.779999999999,3882.779999999999,3898.779999999999,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-09-normal-low-n.png,09,0 - Low,0 - None,1,trial,
92,1784019423804,14/07/2026 08:57:03,1784019423804,-5,14/07/2026 03:57:03,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,30,trial,image rating,aixaxv,1,response,1 - Completely Expected,,1816.7200000000012,3882.779999999999,3898.779999999999,1816.7200000000012,3882.779999999999,3898.779999999999,1,2082.0599999999977,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-09-normal-low-n.png,09,0 - Low,0 - None,1,trial,
93,1784019423804,14/07/2026 08:57:03,1784019423804,-5,14/07/2026 03:57:03,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,30,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,3066.7399999999907,3882.779999999999,3898.779999999999,3066.7399999999907,3882.779999999999,3898.779999999999,1,832.0400000000081,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-09-normal-low-n.png,09,0 - Low,0 - None,1,trial,
94,1784019428287,14/07/2026 08:57:08,1784019428287,-5,14/07/2026 03:57:08,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,31,trial,image rating,aixaxv,1,continue,,,4499.600000000006,4484.119999999995,4499.600000000006,4499.600000000006,4484.119999999995,4499.600000000006,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-10-normal-low-n.png,10,0 - Low,0 - None,1,trial,
95,1784019428287,14/07/2026 08:57:08,1784019428287,-5,14/07/2026 03:57:08,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,31,trial,image rating,aixaxv,1,response,1 - Completely Expected,,2417.420000000013,4484.119999999995,4500.600000000006,2417.420000000013,4484.119999999995,4500.600000000006,1,2083.179999999993,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-10-normal-low-n.png,10,0 - Low,0 - None,1,trial,
96,1784019428287,14/07/2026 08:57:08,1784019428287,-5,14/07/2026 03:57:08,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,31,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,3750.779999999999,4484.119999999995,4500.600000000006,3750.779999999999,4484.119999999995,4500.600000000006,1,749.820000000007,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-10-normal-low-n.png,10,0 - Low,0 - None,1,trial,
97,1784019432004,14/07/2026 08:57:12,1784019432004,-5,14/07/2026 03:57:12,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,32,trial,image rating,aixaxv,1,continue,,,3733.439999999973,3716.779999999999,3733.439999999973,3733.439999999973,3716.779999999999,3733.439999999973,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-14-oddity-noise.png,14,1 - High,1 - Present,4,trial,
98,1784019432006,14/07/2026 08:57:12,1784019432006,-5,14/07/2026 03:57:12,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,32,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,2533.4000000000233,3716.779999999999,3733.439999999973,2533.4000000000233,3716.779999999999,3733.439999999973,1,1200.03999999995,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-14-oddity-noise.png,14,1 - High,1 - Present,4,trial,
99,1784019432006,14/07/2026 08:57:12,1784019432006,-5,14/07/2026 03:57:12,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,32,trial,image rating,aixaxv,1,response,4 - Certainly Not,,3133.4400000000023,3716.779999999999,3733.439999999973,3133.4400000000023,3716.779999999999,3733.439999999973,1,599.9999999999709,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-14-oddity-noise.png,14,1 - High,1 - Present,4,trial,
100,1784019439837,14/07/2026 08:57:19,1784019439837,-5,14/07/2026 03:57:19,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,1,propensity,self description,j4fouq,1,continue,,,7849.700000000012,7833.580000000016,7849.700000000012,7849.700000000012,7833.580000000016,7849.700000000012,1,0,0,,Click To Continue,Continue Button,3,object-175,propensity,,,,,,,
101,1784019439838,14/07/2026 08:57:19,1784019439838,-5,14/07/2026 03:57:19,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,1,propensity,self description,j4fouq,1,response,1 - cautious,,6399.220000000001,7833.580000000016,7850.260000000009,6399.220000000001,7833.580000000016,7850.260000000009,1,1451.0400000000081,0,,Rating Scale,Propensity,2,object-176,propensity,,,,,,,
102,1784019453602,14/07/2026 08:57:33,1784019453602,-5,14/07/2026 03:57:33,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,trial_structure,1,break,break time,ebcsn1,1,continue,,,13783.119999999995,13767.100000000006,13783.119999999995,13783.119999999995,13767.100000000006,13783.119999999995,1,0,0,,Click To Continue,Continue Button,2,object-128,break,,,,,,,
103,1784019453606,14/07/2026 08:57:33,1784019453606,-5,14/07/2026 03:57:33,274266,20,task-8m3r,,57186500,BLINDED,16347690,,complete,,6a55f0865d0e52eafac42c2d,computer,Desktop or Laptop,Mac OS 10.15,Firefox 152.0,1584x990,1584x897,,,0,Visual Oddity (Silvino),17,BCADE,Contingent,trial_structure,,,,,,,info,END,,,,220443,,,,,,,,,,,,,,,,,,,
1,1784019970601,14/07/2026 09:06:10,1784019970601,1,14/07/2026 10:06:10,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,
2,1784019987459,14/07/2026 09:06:27,1784019987459,1,14/07/2026 10:06:27,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,1,instructions,instructions message,iypzb9,1,continue,,,16864.90000001192,16858.399999999998,16864.90000001192,16864.90000001192,16858.399999999998,16864.90000001192,1,0,0,,Click To Continue,Continue Button,2,object-90,instructions,,,,,,,
3,1784020049259,14/07/2026 09:07:29,1784020049259,1,14/07/2026 10:07:29,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,1,instructions,how to answer,ljxupn,2,continue,,,61806.899999988076,61801.09999999999,61806.899999988076,61806.899999988076,61801.09999999999,61806.899999988076,1,0,0,,Click To Continue,Continue Button,2,object-167,instructions,,,,,,,
4,1784020060026,14/07/2026 09:07:40,1784020060026,1,14/07/2026 10:07:40,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,1,trial,image rating,aixaxv,1,continue,,,10773.199999994045,10764.100000000006,10773.199999994045,10773.199999994045,10764.100000000006,10773.199999994045,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-05-oddity-noise.png,05,1 - High,1 - Present,4,trial,
5,1784020060029,14/07/2026 09:07:40,1784020060029,1,14/07/2026 10:07:40,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,1,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,6607.200000000012,10764.100000000006,10776.400000011927,6607.200000000012,10764.100000000006,10776.400000011927,1,4169.200000011915,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-05-oddity-noise.png,05,1 - High,1 - Present,4,trial,
6,1784020060030,14/07/2026 09:07:40,1784020060030,1,14/07/2026 10:07:40,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,1,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,9995.800000000003,10764.100000000006,10776.799999988085,9995.800000000003,10764.100000000006,10776.799999988085,1,780.999999988082,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-05-oddity-noise.png,05,1 - High,1 - Present,4,trial,
7,1784020087304,14/07/2026 09:08:07,1784020087304,1,14/07/2026 10:08:07,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,2,trial,image rating,aixaxv,1,continue,,,27286.59999999404,27271.199999999997,27286.59999999404,27286.59999999404,27271.199999999997,27286.59999999404,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-06-oddity-low-n.png,06,0 - Low,1 - Present,3,trial,
8,1784020087309,14/07/2026 09:08:07,1784020087309,1,14/07/2026 10:08:07,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,2,trial,image rating,aixaxv,1,response,4 - Somewhat Unexpected,,20776.300000000003,27271.199999999997,27287.899999999994,20776.300000000003,27271.199999999997,27287.899999999994,1,6511.599999999991,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-06-oddity-low-n.png,06,0 - Low,1 - Present,3,trial,
9,1784020087309,14/07/2026 09:08:07,1784020087309,1,14/07/2026 10:08:07,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,2,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,26410.399999999994,27271.199999999997,27287.899999999994,26410.399999999994,27271.199999999997,27287.899999999994,1,877.5,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-06-oddity-low-n.png,06,0 - Low,1 - Present,3,trial,
10,1784020097442,14/07/2026 09:08:17,1784020097442,1,14/07/2026 10:08:17,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,3,trial,image rating,aixaxv,1,continue,,,10152.300000000003,10135.600000000006,10152.300000000003,10152.300000000003,10135.600000000006,10152.300000000003,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-16-oddity-low-n.png,16,0 - Low,1 - Present,3,trial,
11,1784020097446,14/07/2026 09:08:17,1784020097446,1,14/07/2026 10:08:17,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,3,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,7063,10135.600000000006,10152.300000000003,7063,10135.600000000006,10152.300000000003,1,3089.300000000003,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-16-oddity-low-n.png,16,0 - Low,1 - Present,3,trial,
12,1784020097446,14/07/2026 09:08:17,1784020097446,1,14/07/2026 10:08:17,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,3,trial,image rating,aixaxv,1,response,4 - Certainly Not,,9350.600000000006,10135.600000000006,10152.300000000003,9350.600000000006,10135.600000000006,10152.300000000003,1,801.6999999999971,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-16-oddity-low-n.png,16,0 - Low,1 - Present,3,trial,
13,1784020109476,14/07/2026 09:08:29,1784020109476,1,14/07/2026 10:08:29,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,4,trial,image rating,aixaxv,1,continue,,,12051.799999994037,12047.300000000003,12051.799999994037,12051.799999994037,12047.300000000003,12051.799999994037,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-04-oddity-noise.png,04,1 - High,1 - Present,4,trial,
14,1784020109481,14/07/2026 09:08:29,1784020109481,1,14/07/2026 10:08:29,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,4,trial,image rating,aixaxv,1,response,4 - Somewhat Unexpected,,9092.400000000009,12047.300000000003,12056.699999999997,9092.400000000009,12047.300000000003,12056.699999999997,1,2964.2999999999884,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-04-oddity-noise.png,04,1 - High,1 - Present,4,trial,
15,1784020109481,14/07/2026 09:08:29,1784020109481,1,14/07/2026 10:08:29,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,4,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,11320.099999999991,12047.300000000003,12057.500000011918,11320.099999999991,12047.300000000003,12057.500000011918,1,737.4000000119267,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-04-oddity-noise.png,04,1 - High,1 - Present,4,trial,
16,1784020132445,14/07/2026 09:08:52,1784020132445,1,14/07/2026 10:08:52,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,5,trial,image rating,aixaxv,1,continue,,,22973.399999999994,22957.600000000006,22973.399999999994,22973.399999999994,22957.600000000006,22973.399999999994,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-03-normal-low-n.png,03,0 - Low,0 - None,1,trial,
17,1784020132449,14/07/2026 09:08:52,1784020132449,1,14/07/2026 10:08:52,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,5,trial,image rating,aixaxv,1,response,4 - Somewhat Unexpected,,20509.199999999983,22957.600000000006,22974.400000000023,20509.199999999983,22957.600000000006,22974.400000000023,1,2465.2000000000407,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-03-normal-low-n.png,03,0 - Low,0 - None,1,trial,
18,1784020132450,14/07/2026 09:08:52,1784020132450,1,14/07/2026 10:08:52,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,5,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,21822.199999999983,22957.600000000006,22974.400000000023,21822.199999999983,22957.600000000006,22974.400000000023,1,1152.2000000000407,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-03-normal-low-n.png,03,0 - Low,0 - None,1,trial,
19,1784020139205,14/07/2026 09:08:59,1784020139205,1,14/07/2026 10:08:59,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,6,trial,image rating,aixaxv,1,continue,,,6776.600000011909,6771.1999999999825,6776.600000011909,6776.600000011909,6771.1999999999825,6776.600000011909,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-13-oddity-noise.png,13,1 - High,1 - Present,4,trial,
20,1784020139206,14/07/2026 09:08:59,1784020139206,1,14/07/2026 10:08:59,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,6,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,2563.0999999999767,6771.1999999999825,6777.399999994028,2563.0999999999767,6771.1999999999825,6777.399999994028,1,4214.299999994051,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-13-oddity-noise.png,13,1 - High,1 - Present,4,trial,
21,1784020139206,14/07/2026 09:08:59,1784020139206,1,14/07/2026 10:08:59,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,6,trial,image rating,aixaxv,1,response,4 - Certainly Not,,5457.599999999977,6771.1999999999825,6777.899999994028,5457.599999999977,6771.1999999999825,6777.899999994028,1,1320.2999999940512,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-13-oddity-noise.png,13,1 - High,1 - Present,4,trial,
22,1784020147289,14/07/2026 09:09:07,1784020147289,1,14/07/2026 10:09:07,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,7,trial,image rating,aixaxv,1,continue,,,8088.400000011927,8081.700000000012,8088.400000011927,8088.400000011927,8081.700000000012,8088.400000011927,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-16-normal-noise.png,16,1 - High,0 - None,2,trial,
23,1784020147296,14/07/2026 09:09:07,1784020147296,1,14/07/2026 10:09:07,274266,20,task-8m3r,,57187113,BLINDED,16347691,,complete,,6a55f06442046cb92e78d07d,computer,Desktop or Laptop,Linux x86_64,Chrome 150.0.0.0,360x780,730x1305,,,0,Visual Oddity (Silvino),17,EADBC,Contingent,trial_structure,trial_structure,7,trial,image rating,aixaxv,1,response,2 - Somewhat Expected,,4600.200000000012,8081.700000000012,8095.799999988085,4600.200000000012,8081.700000000012,8095.799999988085,1,3495.5999999880733,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-16-normal-noise.png,16,1 - High,0 - None,2,trial,
