Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-agql,randomiser-a5sl,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: env_image,Spreadsheet: image_set,Spreadsheet: noisiness,Spreadsheet: oddity,Spreadsheet: quadrant,Spreadsheet: blockType,Store: ToFind
1,1784018364763,14/07/2026 08:39:24,1784018364763,1,14/07/2026 09:39:24,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,
2,1784018383645,14/07/2026 08:39:43,1784018383645,1,14/07/2026 09:39:43,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,1,instructions,instructions message,iypzb9,1,continue,,,18896.505999982117,18882.305999999997,18896.505999982117,18896.505999982117,18882.305999999997,18896.505999982117,1,0,0,,Click To Continue,Continue Button,2,object-90,instructions,,,,,,,
3,1784018416671,14/07/2026 08:40:16,1784018416671,1,14/07/2026 09:40:16,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,1,instructions,how to answer,ljxupn,2,continue,,,33040.59999998808,33032.1,33040.59999998808,33040.59999998808,33032.1,33040.59999998808,1,0,0,,Click To Continue,Continue Button,2,object-167,instructions,,,,,,,
4,1784018427415,14/07/2026 08:40:27,1784018427415,1,14/07/2026 09:40:27,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,1,trial,image rating,aixaxv,1,continue,,,10752.700000005963,10749.600000000006,10752.700000005963,10752.700000005963,10749.600000000006,10752.700000005963,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-15-oddity-noise.png,15,1 - High,1 - Present,4,trial,
5,1784018427416,14/07/2026 08:40:27,1784018427416,1,14/07/2026 09:40:27,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,1,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,4799.700000000004,10749.600000000006,10753.999999988082,4799.700000000004,10749.600000000006,10753.999999988082,1,5954.299999988078,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-15-oddity-noise.png,15,1 - High,1 - Present,4,trial,
6,1784018427416,14/07/2026 08:40:27,1784018427416,1,14/07/2026 09:40:27,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,1,trial,image rating,aixaxv,1,response,"2 - Yes, a bit inconvenient but manageable",,9866.100000000006,10749.600000000006,10754.200000005963,9866.100000000006,10749.600000000006,10754.200000005963,1,888.1000000059576,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-15-oddity-noise.png,15,1 - High,1 - Present,4,trial,
7,1784018433946,14/07/2026 08:40:33,1784018433946,1,14/07/2026 09:40:33,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,2,trial,image rating,aixaxv,1,continue,,,6534.299999994037,6533.300000000003,6534.299999994037,6534.299999994037,6533.300000000003,6534.299999994037,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-13-oddity-low-n.png,13,0 - Low,1 - Present,3,trial,
8,1784018433947,14/07/2026 08:40:33,1784018433947,1,14/07/2026 09:40:33,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,2,trial,image rating,aixaxv,1,response,4 - Somewhat Unexpected,,3950.699999999997,6533.300000000003,6534.899999988076,3950.699999999997,6533.300000000003,6534.899999988076,1,2584.199999988079,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-13-oddity-low-n.png,13,0 - Low,1 - Present,3,trial,
9,1784018433947,14/07/2026 08:40:33,1784018433947,1,14/07/2026 09:40:33,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,2,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,5466.5,6533.300000000003,6535.299999994037,5466.5,6533.300000000003,6535.299999994037,1,1068.7999999940366,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-13-oddity-low-n.png,13,0 - Low,1 - Present,3,trial,
10,1784018438241,14/07/2026 08:40:38,1784018438241,1,14/07/2026 09:40:38,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,3,trial,image rating,aixaxv,1,continue,,,4295.399999999994,4282.799999999988,4295.399999999994,4295.399999999994,4282.799999999988,4295.399999999994,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-06-oddity-noise.png,06,1 - High,1 - Present,4,trial,
11,1784018438245,14/07/2026 08:40:38,1784018438245,1,14/07/2026 09:40:38,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,3,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,2666.0999999999913,4282.799999999988,4299.599999999977,2666.0999999999913,4282.799999999988,4299.599999999977,1,1633.4999999999854,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-06-oddity-noise.png,06,1 - High,1 - Present,4,trial,
12,1784018438246,14/07/2026 08:40:38,1784018438246,1,14/07/2026 09:40:38,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,3,trial,image rating,aixaxv,1,response,4 - Certainly Not,,3516.0999999999913,4282.799999999988,4299.599999999977,3516.0999999999913,4282.799999999988,4299.599999999977,1,783.4999999999854,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-06-oddity-noise.png,06,1 - High,1 - Present,4,trial,
13,1784018443238,14/07/2026 08:40:43,1784018443238,1,14/07/2026 09:40:43,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,4,trial,image rating,aixaxv,1,continue,,,5010.299999988085,5000.300000000003,5010.299999988085,5010.299999988085,5000.300000000003,5010.299999988085,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-09-oddity-low-n.png,09,0 - Low,1 - Present,3,trial,
14,1784018443239,14/07/2026 08:40:43,1784018443239,1,14/07/2026 09:40:43,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,4,trial,image rating,aixaxv,1,response,4 - Somewhat Unexpected,,3133.100000000006,5000.300000000003,5011.000000005966,3133.100000000006,5000.300000000003,5011.000000005966,1,1877.9000000059605,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-09-oddity-low-n.png,09,0 - Low,1 - Present,3,trial,
15,1784018443239,14/07/2026 08:40:43,1784018443239,1,14/07/2026 09:40:43,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,4,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,4249.700000000012,5000.300000000003,5011.199999994045,4249.700000000012,5000.300000000003,5011.199999994045,1,761.4999999940337,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-09-oddity-low-n.png,09,0 - Low,1 - Present,3,trial,
16,1784018448481,14/07/2026 08:40:48,1784018448481,1,14/07/2026 09:40:48,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,5,trial,image rating,aixaxv,1,continue,,,5252.999999988082,5249.100000000006,5252.999999988082,5252.999999988082,5249.100000000006,5252.999999988082,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-12-normal-noise.png,12,1 - High,0 - None,2,trial,
17,1784018448486,14/07/2026 08:40:48,1784018448486,1,14/07/2026 09:40:48,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,5,trial,image rating,aixaxv,1,response,1 - Completely Expected,,3382.5,5249.100000000006,5257.5999999821215,3382.5,5249.100000000006,5257.5999999821215,1,1875.0999999821215,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-12-normal-noise.png,12,1 - High,0 - None,2,trial,
18,1784018448487,14/07/2026 08:40:48,1784018448487,1,14/07/2026 09:40:48,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,5,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,4449.199999999997,5249.100000000006,5258.5999999821215,4449.199999999997,5249.100000000006,5258.5999999821215,1,809.3999999821244,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-12-normal-noise.png,12,1 - High,0 - None,2,trial,
19,1784018454491,14/07/2026 08:40:54,1784018454491,1,14/07/2026 09:40:54,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,6,trial,image rating,aixaxv,1,continue,,,6013.199999999997,5999.899999999994,6013.199999999997,6013.199999999997,5999.899999999994,6013.199999999997,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-12-normal-noise.png,12,1 - High,0 - None,2,trial,
20,1784018454491,14/07/2026 08:40:54,1784018454491,1,14/07/2026 09:40:54,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,6,trial,image rating,aixaxv,1,response,1 - Completely Expected,,4199.899999999994,5999.899999999994,6013.699999999997,4199.899999999994,5999.899999999994,6013.699999999997,1,1813.800000000003,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-12-normal-noise.png,12,1 - High,0 - None,2,trial,
21,1784018454491,14/07/2026 08:40:54,1784018454491,1,14/07/2026 09:40:54,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,6,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,4916.699999999997,5999.899999999994,6013.999999982116,4916.699999999997,5999.899999999994,6013.999999982116,1,1097.2999999821186,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-12-normal-noise.png,12,1 - High,0 - None,2,trial,
22,1784018461772,14/07/2026 08:41:01,1784018461772,1,14/07/2026 09:41:01,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,7,trial,image rating,aixaxv,1,continue,,,7294.399999994042,7283,7294.399999994042,7294.399999994042,7283,7294.399999994042,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-11-normal-low-n.png,11,0 - Low,0 - None,1,trial,
23,1784018461776,14/07/2026 08:41:01,1784018461776,1,14/07/2026 09:41:01,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,7,trial,image rating,aixaxv,1,response,1 - Completely Expected,,2884,7283,7298.800000000003,2884,7283,7298.800000000003,1,4414.800000000003,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-11-normal-low-n.png,11,0 - Low,0 - None,1,trial,
24,1784018461777,14/07/2026 08:41:01,1784018461777,1,14/07/2026 09:41:01,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,7,trial,image rating,aixaxv,1,response,"3 - Yes, but would not be feel nice",,5833.100000000006,7283,7299.200000005963,5833.100000000006,7283,7299.200000005963,1,1466.1000000059576,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-11-normal-low-n.png,11,0 - Low,0 - None,1,trial,
25,1784018467317,14/07/2026 08:41:07,1784018467317,1,14/07/2026 09:41:07,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,8,trial,image rating,aixaxv,1,continue,,,5556.700000005963,5550.100000000006,5556.700000005963,5556.700000005963,5550.100000000006,5556.700000005963,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-07-oddity-low-n.png,07,0 - Low,1 - Present,3,trial,
26,1784018467317,14/07/2026 08:41:07,1784018467317,1,14/07/2026 09:41:07,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,8,trial,image rating,aixaxv,1,response,4 - Somewhat Unexpected,,3599.699999999997,5550.100000000006,5557.300000000003,3599.699999999997,5550.100000000006,5557.300000000003,1,1957.6000000000058,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-07-oddity-low-n.png,07,0 - Low,1 - Present,3,trial,
27,1784018467318,14/07/2026 08:41:07,1784018467318,1,14/07/2026 09:41:07,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,8,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,4649.800000000003,5550.100000000006,5557.399999994042,4649.800000000003,5550.100000000006,5557.399999994042,1,907.5999999940395,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-07-oddity-low-n.png,07,0 - Low,1 - Present,3,trial,
28,1784018471259,14/07/2026 08:41:11,1784018471259,1,14/07/2026 09:41:11,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,9,trial,image rating,aixaxv,1,continue,,,3948.2999999940366,3933.0999999999913,3948.2999999940366,3948.2999999940366,3933.0999999999913,3948.2999999940366,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-13-normal-low-n.png,13,0 - Low,0 - None,1,trial,
29,1784018471259,14/07/2026 08:41:11,1784018471259,1,14/07/2026 09:41:11,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,9,trial,image rating,aixaxv,1,response,1 - Completely Expected,,2316.0999999999913,3933.0999999999913,3948.699999999997,2316.0999999999913,3933.0999999999913,3948.699999999997,1,1632.6000000000058,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-13-normal-low-n.png,13,0 - Low,0 - None,1,trial,
30,1784018471259,14/07/2026 08:41:11,1784018471259,1,14/07/2026 09:41:11,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,9,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,3216.199999999997,3933.0999999999913,3948.9999999821157,3216.199999999997,3933.0999999999913,3948.9999999821157,1,732.7999999821186,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-13-normal-low-n.png,13,0 - Low,0 - None,1,trial,
31,1784018476767,14/07/2026 08:41:16,1784018476767,1,14/07/2026 09:41:16,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,10,trial,image rating,aixaxv,1,continue,,,5523.799999988085,5516.200000000012,5523.799999988085,5523.799999988085,5516.200000000012,5523.799999988085,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-04-normal-noise.png,04,1 - High,0 - None,2,trial,
32,1784018476773,14/07/2026 08:41:16,1784018476773,1,14/07/2026 09:41:16,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,10,trial,image rating,aixaxv,1,response,1 - Completely Expected,,3299.600000000006,5516.200000000012,5529.500000005966,3299.600000000006,5516.200000000012,5529.500000005966,1,2229.9000000059605,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-04-normal-noise.png,04,1 - High,0 - None,2,trial,
33,1784018476773,14/07/2026 08:41:16,1784018476773,1,14/07/2026 09:41:16,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,10,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,4166.400000000009,5516.200000000012,5529.899999982124,4166.400000000009,5516.200000000012,5529.899999982124,1,1363.4999999821157,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-04-normal-noise.png,04,1 - High,0 - None,2,trial,
34,1784018481935,14/07/2026 08:41:21,1784018481935,1,14/07/2026 09:41:21,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,11,trial,image rating,aixaxv,1,continue,,,5175.599999988073,5166.299999999988,5175.599999988073,5175.599999988073,5166.299999999988,5175.599999988073,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-05-normal-noise.png,05,1 - High,0 - None,2,trial,
35,1784018481936,14/07/2026 08:41:21,1784018481936,1,14/07/2026 09:41:21,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,11,trial,image rating,aixaxv,1,response,1 - Completely Expected,,3449.899999999994,5166.299999999988,5176.099999988073,3449.899999999994,5166.299999999988,5176.099999988073,1,1726.199999988079,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-05-normal-noise.png,05,1 - High,0 - None,2,trial,
36,1784018481936,14/07/2026 08:41:21,1784018481936,1,14/07/2026 09:41:21,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,11,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,4383,5166.299999999988,5176.300000005955,4383,5166.299999999988,5176.300000005955,1,793.3000000059546,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-05-normal-noise.png,05,1 - High,0 - None,2,trial,
37,1784018487277,14/07/2026 08:41:27,1784018487277,1,14/07/2026 09:41:27,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,12,trial,image rating,aixaxv,1,continue,,,5350.500000000015,5333.900000000009,5350.500000000015,5350.500000000015,5333.900000000009,5350.500000000015,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-10-oddity-noise.png,10,1 - High,1 - Present,4,trial,
38,1784018487282,14/07/2026 08:41:27,1784018487282,1,14/07/2026 09:41:27,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,12,trial,image rating,aixaxv,1,response,5 - Very Unexpected,,2850.7000000000116,5333.900000000009,5350.500000000015,2850.7000000000116,5333.900000000009,5350.500000000015,1,2499.800000000003,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-10-oddity-noise.png,10,1 - High,1 - Present,4,trial,
39,1784018487282,14/07/2026 08:41:27,1784018487282,1,14/07/2026 09:41:27,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,12,trial,image rating,aixaxv,1,response,4 - Certainly Not,,4116.700000000012,5333.900000000009,5350.500000000015,4116.700000000012,5333.900000000009,5350.500000000015,1,1233.800000000003,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-10-oddity-noise.png,10,1 - High,1 - Present,4,trial,
40,1784018491666,14/07/2026 08:41:31,1784018491666,1,14/07/2026 09:41:31,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,13,trial,image rating,aixaxv,1,continue,,,4406.399999988076,4399.199999999997,4406.399999988076,4406.399999988076,4399.199999999997,4406.399999988076,1,0,0,,Click To Continue,Continue Button,6,object-155,trial,img-14-normal-low-n.png,14,0 - Low,0 - None,1,trial,
41,1784018491667,14/07/2026 08:41:31,1784018491667,1,14/07/2026 09:41:31,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,13,trial,image rating,aixaxv,1,response,1 - Completely Expected,,2265.899999999994,4399.199999999997,4406.699999999997,2265.899999999994,4399.199999999997,4406.699999999997,1,2140.800000000003,0,expectedness,Rating Scale,Expectedness,3,object-153,trial,img-14-normal-low-n.png,14,0 - Low,0 - None,1,trial,
42,1784018491667,14/07/2026 08:41:31,1784018491667,1,14/07/2026 09:41:31,274266,20,task-8m3r,,57185728,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Visual Oddity (Silvino),17,CDBEA,Contingent,trial_structure,trial_structure,13,trial,image rating,aixaxv,1,response,1 - Absolutely Yes,,3132.5,4399.199999999997,4406.899999988076,3132.5,4399.199999999997,4406.899999988076,1,1274.3999999880762,0,comfortable,Rating Scale,Comfort,5,object-158,trial,img-14-normal-low-n.png,14,0 - Low,0 - None,1,trial,
