Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-agql,randomiser-a5sl,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display
7,1784016537770,14/07/2026 08:08:57,1784016537770,1,14/07/2026 09:08:57,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,continue,,,2501.6000000029817,2485.4000000000015,2501.6000000029817,2501.6000000029817,2485.4000000000015,2501.6000000029817,1,0,0,,Click To Continue,Continue Button,3,object-53,Questions
8,1784016537770,14/07/2026 08:08:57,1784016537770,1,14/07/2026 09:08:57,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,response,Male,,1050.9000000000015,2485.4000000000015,2502,1050.9000000000015,2485.4000000000015,2502,1,1451.0999999999985,0,,Multiple choice,Multiple choice,2,object-52,Questions
9,1784016542462,14/07/2026 08:09:02,1784016542462,1,14/07/2026 09:09:02,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,continue,,,4708.29999999702,4703.9000000000015,4708.29999999702,4708.29999999702,4703.9000000000015,4708.29999999702,1,0,0,,Click To Continue,Continue Button,3,object-68,Questions
10,1784016542463,14/07/2026 08:09:02,1784016542463,1,14/07/2026 09:09:02,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,response,Yes,,2685.5999999999985,4703.9000000000015,4710.29999999702,2685.5999999999985,4703.9000000000015,4710.29999999702,1,2024.6999999970212,0,,Multiple choice,Multiple choice,2,object-67,Questions
11,1784016552713,14/07/2026 08:09:12,1784016552713,1,14/07/2026 09:09:12,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,continue,,,10256.399999997018,10241.400000000001,10256.399999997018,10256.399999997018,10241.400000000001,10256.399999997018,1,0,0,,Click To Continue,Continue Button,3,object-34,Questions
12,1784016552715,14/07/2026 08:09:12,1784016552715,1,14/07/2026 09:09:12,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,response,No,,9091,10241.400000000001,10257.500000000007,9091,10241.400000000001,10257.500000000007,1,1166.5000000000073,0,,Multiple choice,Multiple choice,2,object-33,Questions
13,1784016555541,14/07/2026 08:09:15,1784016555541,1,14/07/2026 09:09:15,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,continue,,,2842.999999997017,2836.199999999997,2842.999999997017,2842.999999997017,2836.199999999997,2842.999999997017,1,0,0,,Click To Continue,Continue Button,3,object-30,Questions
14,1784016555541,14/07/2026 08:09:15,1784016555541,1,14/07/2026 09:09:15,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,response,Desktop/Tower,,1551.8999999999942,2836.199999999997,2843.300000008938,1551.8999999999942,2836.199999999997,2843.300000008938,1,1291.4000000089436,0,,Multiple choice,Multiple choice,2,object-29,Questions
15,1784016561009,14/07/2026 08:09:21,1784016561009,1,14/07/2026 09:09:21,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,continue,,,5474.79999999702,5471.4000000000015,5474.79999999702,5474.79999999702,5471.4000000000015,5474.79999999702,1,0,0,,Click To Continue,Continue Button,3,object-58,Questions
16,1784016561009,14/07/2026 08:09:21,1784016561009,1,14/07/2026 09:09:21,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,response,Computer/Laptop speakers,,3002.5,5471.4000000000015,5475.20000000298,3002.5,5471.4000000000015,5475.20000000298,1,2472.7000000029802,0,,Multiple choice,Multiple choice,2,object-57,Questions
17,1784016563473,14/07/2026 08:09:23,1784016563473,1,14/07/2026 09:09:23,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,continue,,,2467.500000005959,2451.9999999999927,2467.500000005959,2467.500000005959,2451.9999999999927,2467.500000005959,1,0,0,,Click To Continue,Continue Button,3,object-38,Questions
18,1784016563475,14/07/2026 08:09:23,1784016563475,1,14/07/2026 09:09:23,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,response,Mouse,,1684.7000000000044,2451.9999999999927,2468.599999999984,1684.7000000000044,2451.9999999999927,2468.599999999984,1,783.8999999999796,0,,Multiple choice,Multiple choice,2,object-37,Questions
19,1784016565181,14/07/2026 08:09:25,1784016565181,1,14/07/2026 09:09:25,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,1723.800000002986,1718,1723.800000002986,1723.800000002986,1718,1723.800000002986,1,0,0,,Audio Clip,Audio,2,object-41,Volume
20,1784016577527,14/07/2026 08:09:37,1784016577527,1,14/07/2026 09:09:37,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio finished,,14070.700000008947,14061.700000000012,14070.700000008947,14070.700000008947,14061.700000000012,14070.700000008947,1,0,0,,Audio Clip,Audio,2,object-41,Volume
21,1784016578204,14/07/2026 08:09:38,1784016578204,1,14/07/2026 09:09:38,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,14745.799999999988,14729,14745.799999999988,14745.799999999988,14729,14745.799999999988,1,0,0,,Audio Clip,Audio,3,object-43,Volume
22,1784016584996,14/07/2026 08:09:44,1784016584996,1,14/07/2026 09:09:44,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,continue,,,21539.300000002986,21534.600000000006,21539.300000002986,21539.300000002986,21534.600000000006,21539.300000002986,1,0,0,,Click To Continue,Continue Button,4,object-45,Volume
23,1784016585001,14/07/2026 08:09:45,1784016585001,1,14/07/2026 09:09:45,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,,,,,,,info,END,,,,78211,,,,,,,,,,,,
24,1784016586020,14/07/2026 08:09:46,1784016586020,1,14/07/2026 09:09:46,274266,20,task-fw7d,,57184721,BLINDED,16347590,,complete,,6a55ed7ed0dd08945419af33,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,2048x1152,1638x824,,,0,Demographics Questionnaire,7,ABECD,Non-contingent,Spreadsheet1,,,,,,,info,TAB_HIDDEN,,,,,,,,,,,,,,,,
1,1784016644675,14/07/2026 08:10:44,1784016644675,-5,14/07/2026 03:10:44,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,,,,,,,info,START SUBSYSTEM base.component.audioSubsystem,,,,,,,,,,,,,,,,
2,1784016661494,14/07/2026 08:11:01,1784016661494,-5,14/07/2026 03:11:01,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,,,,,,,info,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,,,,,,,,,,
3,1784016661513,14/07/2026 08:11:01,1784016661513,-5,14/07/2026 03:11:01,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,
4,1784016684446,14/07/2026 08:11:24,1784016684446,-5,14/07/2026 03:11:24,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,uu6gea,1,continue,,,22968.299999999996,22951.699999999997,22968.299999999996,22968.299999999996,22951.699999999997,22968.299999999996,1,0,0,,Click To Continue,Continue Button,2,object-62,Instructions
5,1784016690009,14/07/2026 08:11:30,1784016690009,-5,14/07/2026 03:11:30,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions,1w1t91,2,continue,,,5585.999999988082,5582.800000000003,5585.999999988082,5585.999999988082,5582.800000000003,5585.999999988082,1,0,0,,Click To Continue,Continue Button,2,object-4,Instructions
6,1784016694563,14/07/2026 08:11:34,1784016694563,-5,14/07/2026 03:11:34,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,age,5wcce5,1,response,58,,2583,4549.4000000000015,4557.5999999940395,2583,4549.4000000000015,4557.5999999940395,1,1974.5999999940395,0,,Single Text Entry,Single Text Entry,2,object-11,Questions
7,1784016697530,14/07/2026 08:11:37,1784016697530,-5,14/07/2026 03:11:37,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,continue,,,2974.399999982117,2966.199999999997,2974.399999982117,2974.399999982117,2966.199999999997,2974.399999982117,1,0,0,,Click To Continue,Continue Button,3,object-53,Questions
8,1784016697531,14/07/2026 08:11:37,1784016697531,-5,14/07/2026 03:11:37,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,response,Female,,1649.7999999999956,2966.199999999997,2976.000000005959,1649.7999999999956,2966.199999999997,2976.000000005959,1,1326.2000000059634,0,,Multiple choice,Multiple choice,2,object-52,Questions
9,1784016701934,14/07/2026 08:11:41,1784016701934,-5,14/07/2026 03:11:41,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,continue,,,4412.9000000000015,4399.300000000003,4412.9000000000015,4412.9000000000015,4399.300000000003,4412.9000000000015,1,0,0,,Click To Continue,Continue Button,3,object-68,Questions
10,1784016701935,14/07/2026 08:11:41,1784016701935,-5,14/07/2026 03:11:41,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,response,Yes,,3466.0999999999985,4399.300000000003,4413.800000005962,3466.0999999999985,4399.300000000003,4413.800000005962,1,947.7000000059634,0,,Multiple choice,Multiple choice,2,object-67,Questions
11,1784016706567,14/07/2026 08:11:46,1784016706567,-5,14/07/2026 03:11:46,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,continue,,,4646.199999994038,4632.5999999999985,4646.199999994038,4646.199999994038,4632.5999999999985,4646.199999994038,1,0,0,,Click To Continue,Continue Button,3,object-34,Questions
12,1784016706572,14/07/2026 08:11:46,1784016706572,-5,14/07/2026 03:11:46,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,response,No,,3366.0999999999985,4632.5999999999985,4649.200000000004,3366.0999999999985,4632.5999999999985,4649.200000000004,1,1283.1000000000058,0,,Multiple choice,Multiple choice,2,object-33,Questions
13,1784016713442,14/07/2026 08:11:53,1784016713442,-5,14/07/2026 03:11:53,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,continue,,,6889,6874.5,6889,6889,6874.5,6889,1,0,0,,Click To Continue,Continue Button,3,object-30,Questions
14,1784016713443,14/07/2026 08:11:53,1784016713443,-5,14/07/2026 03:11:53,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,response,Laptop,,5458.100000000006,6874.5,6890,5458.100000000006,6874.5,6890,1,1431.8999999999942,0,,Multiple choice,Multiple choice,2,object-29,Questions
15,1784016725574,14/07/2026 08:12:05,1784016725574,-5,14/07/2026 03:12:05,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,continue,,,12146.90000000596,12132.199999999997,12146.90000000596,12146.90000000596,12132.199999999997,12146.90000000596,1,0,0,,Click To Continue,Continue Button,3,object-58,Questions
16,1784016725579,14/07/2026 08:12:05,1784016725579,-5,14/07/2026 03:12:05,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,response,Headphones,,8715.899999999994,12132.199999999997,12148.899999999994,8715.899999999994,12132.199999999997,12148.899999999994,1,3433,0,,Multiple choice,Multiple choice,2,object-57,Questions
17,1784016735766,14/07/2026 08:12:15,1784016735766,-5,14/07/2026 03:12:15,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,continue,,,10206.599999982122,10198.300000000003,10206.599999982122,10206.599999982122,10198.300000000003,10206.599999982122,1,0,0,,Click To Continue,Continue Button,3,object-38,Questions
18,1784016735770,14/07/2026 08:12:15,1784016735770,-5,14/07/2026 03:12:15,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,response,Trackpad,,8165.300000000003,10198.300000000003,10210.099999982122,8165.300000000003,10198.300000000003,10210.099999982122,1,2044.7999999821186,0,,Multiple choice,Multiple choice,2,object-37,Questions
19,1784016745088,14/07/2026 08:12:25,1784016745088,-5,14/07/2026 03:12:25,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,9330.199999988079,9316,9330.199999988079,9330.199999988079,9316,9330.199999988079,1,0,0,,Audio Clip,Audio,2,object-41,Volume
20,1784016757462,14/07/2026 08:12:37,1784016757462,-5,14/07/2026 03:12:37,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio finished,,21697.600000000006,21681,21697.600000000006,21697.600000000006,21681,21697.600000000006,1,0,0,,Audio Clip,Audio,2,object-41,Volume
21,1784016759686,14/07/2026 08:12:39,1784016759686,-5,14/07/2026 03:12:39,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,23927.79999998212,23914,23927.79999998212,23927.79999998212,23914,23927.79999998212,1,0,0,,Audio Clip,Audio,3,object-43,Volume
22,1784016769686,14/07/2026 08:12:49,1784016769686,-5,14/07/2026 03:12:49,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio finished,,33927.5,33912.79999999999,33927.5,33927.5,33912.79999999999,33927.5,1,0,0,,Audio Clip,Audio,3,object-43,Volume
23,1784016771219,14/07/2026 08:12:51,1784016771219,-5,14/07/2026 03:12:51,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,continue,,,35460.59999999404,35446,35460.59999999404,35460.59999999404,35446,35460.59999999404,1,0,0,,Click To Continue,Continue Button,4,object-45,Volume
24,1784016771221,14/07/2026 08:12:51,1784016771221,-5,14/07/2026 03:12:51,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,,,,,,,info,END,,,,109604,,,,,,,,,,,,
25,1784016774104,14/07/2026 08:12:54,1784016774104,-5,14/07/2026 03:12:54,274266,20,task-fw7d,,57184798,BLINDED,16347591,,complete,,6a55ee41e7833f3bc3a4afc3,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 149.0.0.0,1097x617,1097x482,,,0,Demographics Questionnaire,7,BCADE,Contingent,Spreadsheet1,,,,,,,info,TAB_HIDDEN,,,,,,,,,,,,,,,,
1,1784016530962,14/07/2026 08:08:50,1784016530962,1,14/07/2026 09:08:50,274266,20,task-fw7d,,57184732,BLINDED,16347593,,complete,,6a55edf03e40040a03deaffb,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6.1,1440x900,1440x820,,,0,Demographics Questionnaire,7,DECAB,Contingent,Spreadsheet1,,,,,,,info,START SUBSYSTEM base.component.audioSubsystem,,,,,,,,,,,,,,,,
2,1784016550196,14/07/2026 08:09:10,1784016550196,1,14/07/2026 09:09:10,274266,20,task-fw7d,,57184732,BLINDED,16347593,,complete,,6a55edf03e40040a03deaffb,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6.1,1440x900,1440x820,,,0,Demographics Questionnaire,7,DECAB,Contingent,Spreadsheet1,,,,,,,info,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,,,,,,,,,,
3,1784016550211,14/07/2026 08:09:10,1784016550211,1,14/07/2026 09:09:10,274266,20,task-fw7d,,57184732,BLINDED,16347593,,complete,,6a55edf03e40040a03deaffb,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6.1,1440x900,1440x820,,,0,Demographics Questionnaire,7,DECAB,Contingent,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,
4,1784016568502,14/07/2026 08:09:28,1784016568502,1,14/07/2026 09:09:28,274266,20,task-fw7d,,57184732,BLINDED,16347593,,complete,,6a55edf03e40040a03deaffb,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6.1,1440x900,1440x820,,,0,Demographics Questionnaire,7,DECAB,Contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,uu6gea,1,continue,,,18313,18302,18313,18313,18302,18313,1,0,0,,Click To Continue,Continue Button,2,object-62,Instructions
5,1784016572342,14/07/2026 08:09:32,1784016572342,1,14/07/2026 09:09:32,274266,20,task-fw7d,,57184732,BLINDED,16347593,,complete,,6a55edf03e40040a03deaffb,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6.1,1440x900,1440x820,,,0,Demographics Questionnaire,7,DECAB,Contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions,1w1t91,2,continue,,,3853,3850,3853,3853,3850,3853,1,0,0,,Click To Continue,Continue Button,2,object-4,Instructions
6,1784016575532,14/07/2026 08:09:35,1784016575532,1,14/07/2026 09:09:35,274266,20,task-fw7d,,57184732,BLINDED,16347593,,complete,,6a55edf03e40040a03deaffb,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6.1,1440x900,1440x820,,,0,Demographics Questionnaire,7,DECAB,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,age,5wcce5,1,response,43,,2050,3184,3193,2050,3184,3193,1,1143,0,,Single Text Entry,Single Text Entry,2,object-11,Questions
