Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,order-agql,randomiser-a5sl,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display
1,1784016376601,14/07/2026 08:06:16,1784016376601,1,14/07/2026 09:06:16,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,,,,,,,info,START SUBSYSTEM base.component.audioSubsystem,,,,,,,,,,,,,,,,
2,1784016390338,14/07/2026 08:06:30,1784016390338,1,14/07/2026 09:06:30,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,,,,,,,info,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,,,,,,,,,,
3,1784016390342,14/07/2026 08:06:30,1784016390342,1,14/07/2026 09:06:30,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,
4,1784016407607,14/07/2026 08:06:47,1784016407607,1,14/07/2026 09:06:47,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,uu6gea,1,continue,,,17287.2,17282.5,17287.2,17287.2,17282.5,17287.2,1,0,0,,Click To Continue,Continue Button,2,object-62,Instructions
5,1784016425441,14/07/2026 08:07:05,1784016425441,1,14/07/2026 09:07:05,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions,1w1t91,2,continue,,,17839.7,17833.000000000004,17839.7,17839.7,17833.000000000004,17839.7,1,0,0,,Click To Continue,Continue Button,2,object-4,Instructions
6,1784016428820,14/07/2026 08:07:08,1784016428820,1,14/07/2026 09:07:08,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,age,5wcce5,1,response,50,,1766.2999999999956,3382.899999999994,3385.6000000059576,1766.2999999999956,3382.899999999994,3385.6000000059576,1,1619.300000005962,0,,Single Text Entry,Single Text Entry,2,object-11,Questions
7,1784016431221,14/07/2026 08:07:11,1784016431221,1,14/07/2026 09:07:11,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,continue,,,2403.0000000178843,2399.9000000000015,2403.0000000178843,2403.0000000178843,2399.9000000000015,2403.0000000178843,1,0,0,,Click To Continue,Continue Button,3,object-53,Questions
8,1784016431222,14/07/2026 08:07:11,1784016431222,1,14/07/2026 09:07:11,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,response,Male,,1283.4000000000015,2399.9000000000015,2404.0000000178843,1283.4000000000015,2399.9000000000015,2404.0000000178843,1,1120.6000000178828,0,,Multiple choice,Multiple choice,2,object-52,Questions
9,1784016434130,14/07/2026 08:07:14,1784016434130,1,14/07/2026 09:07:14,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,continue,,,2912.100000017883,2899.5999999999985,2912.100000017883,2912.100000017883,2899.5999999999985,2912.100000017883,1,0,0,,Click To Continue,Continue Button,3,object-68,Questions
10,1784016434130,14/07/2026 08:07:14,1784016434130,1,14/07/2026 09:07:14,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,response,Yes,,1899.800000000003,2899.5999999999985,2912.800000005962,1899.800000000003,2899.5999999999985,2912.800000005962,1,1013.000000005959,0,,Multiple choice,Multiple choice,2,object-67,Questions
11,1784016437767,14/07/2026 08:07:17,1784016437767,1,14/07/2026 09:07:17,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,continue,,,3649.4000000238448,3633.5,3649.4000000238448,3649.4000000238448,3633.5,3649.4000000238448,1,0,0,,Click To Continue,Continue Button,3,object-34,Questions
12,1784016437772,14/07/2026 08:07:17,1784016437772,1,14/07/2026 09:07:17,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,response,No,,2433.300000000003,3633.5,3650.2999999999956,2433.300000000003,3633.5,3650.2999999999956,1,1216.9999999999927,0,,Multiple choice,Multiple choice,2,object-33,Questions
13,1784016441092,14/07/2026 08:07:21,1784016441092,1,14/07/2026 09:07:21,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,continue,,,3341.4000000238448,3333.100000000006,3341.4000000238448,3341.4000000238448,3333.100000000006,3341.4000000238448,1,0,0,,Click To Continue,Continue Button,3,object-30,Questions
14,1784016441092,14/07/2026 08:07:21,1784016441092,1,14/07/2026 09:07:21,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,response,Laptop,,1699.6000000000058,3333.100000000006,3341.800000000003,1699.6000000000058,3333.100000000006,3341.800000000003,1,1642.199999999997,0,,Multiple choice,Multiple choice,2,object-29,Questions
15,1784016444512,14/07/2026 08:07:24,1784016444512,1,14/07/2026 09:07:24,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,,,,,,,info,TAB_HIDDEN,,,,,,,,,,,,,,,,
16,1784016468681,14/07/2026 08:07:48,1784016468681,1,14/07/2026 09:07:48,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,,,,,,,info,TAB_VISIBLE,,,,,,,,,,,,,,,,
17,1784016473387,14/07/2026 08:07:53,1784016473387,1,14/07/2026 09:07:53,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,continue,,,32303.500000011918,32298.59999999999,32303.500000011918,32303.500000011918,32298.59999999999,32303.500000011918,1,0,0,,Click To Continue,Continue Button,3,object-58,Questions
18,1784016473388,14/07/2026 08:07:53,1784016473388,1,14/07/2026 09:07:53,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,response,Earbuds,,2366.300000000003,32298.59999999999,32303.90000001788,2366.300000000003,32298.59999999999,32303.90000001788,1,29937.600000017876,0,,Multiple choice,Multiple choice,2,object-57,Questions
19,1784016476127,14/07/2026 08:07:56,1784016476127,1,14/07/2026 09:07:56,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,continue,,,2744.2000000238477,2733.100000000006,2744.2000000238477,2744.2000000238477,2733.100000000006,2744.2000000238477,1,0,0,,Click To Continue,Continue Button,3,object-38,Questions
20,1784016476127,14/07/2026 08:07:56,1784016476127,1,14/07/2026 09:07:56,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,response,Trackpad,,1583,2733.100000000006,2744.7000000238477,1583,2733.100000000006,2744.7000000238477,1,1161.7000000238477,0,,Multiple choice,Multiple choice,2,object-37,Questions
21,1784016479604,14/07/2026 08:07:59,1784016479604,1,14/07/2026 09:07:59,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,3488.2000000178814,3484,3488.2000000178814,3488.2000000178814,3484,3488.2000000178814,1,0,0,,Audio Clip,Audio,2,object-41,Volume
22,1784016492193,14/07/2026 08:08:12,1784016492193,1,14/07/2026 09:08:12,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio finished,,16077.700000017881,16065.899999999994,16077.700000017881,16077.700000017881,16065.899999999994,16077.700000017881,1,0,0,,Audio Clip,Audio,2,object-41,Volume
23,1784016492419,14/07/2026 08:08:12,1784016492419,1,14/07/2026 09:08:12,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,16304.100000023842,16299.100000000006,16304.100000023842,16304.100000023842,16299.100000000006,16304.100000023842,1,0,0,,Audio Clip,Audio,3,object-43,Volume
24,1784016502420,14/07/2026 08:08:22,1784016502420,1,14/07/2026 09:08:22,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio finished,,26304.30000001192,26299.199999999997,26304.30000001192,26304.30000001192,26299.199999999997,26304.30000001192,1,0,0,,Audio Clip,Audio,3,object-43,Volume
25,1784016505619,14/07/2026 08:08:25,1784016505619,1,14/07/2026 09:08:25,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,continue,,,29504,29498.800000000003,29504,29504,29498.800000000003,29504,1,0,0,,Click To Continue,Continue Button,4,object-45,Volume
26,1784016505621,14/07/2026 08:08:25,1784016505621,1,14/07/2026 09:08:25,274266,20,task-fw7d,,57184670,BLINDED,16347557,,complete,,6a55ed82ef3f49f9362e82fb,computer,Desktop or Laptop,Windows 10,Chrome 150.0.0.0,1536x864,1396x663,,,0,Demographics Questionnaire,7,CDBEA,Contingent,Spreadsheet1,,,,,,,info,END,,,,115241,,,,,,,,,,,,
1,1784016297574,14/07/2026 08:04:57,1784016297574,1,14/07/2026 09:04:57,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,,,,,,,info,START SUBSYSTEM base.component.audioSubsystem,,,,,,,,,,,,,,,,
2,1784016308099,14/07/2026 08:05:08,1784016308099,1,14/07/2026 09:05:08,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,,,,,,,info,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,,,,,,,,,,
3,1784016308102,14/07/2026 08:05:08,1784016308102,1,14/07/2026 09:05:08,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,
4,1784016314178,14/07/2026 08:05:14,1784016314178,1,14/07/2026 09:05:14,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Screen 3,uu6gea,1,continue,,,6092.799999904633,6083.5,6092.799999904633,6092.799999904633,6083.5,6092.799999904633,1,0,0,,Click To Continue,Continue Button,2,object-62,Instructions
5,1784016318117,14/07/2026 08:05:18,1784016318117,1,14/07/2026 09:05:18,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Instructions,Instructions,1w1t91,2,continue,,,3948.100000095368,3933.2000000000007,3948.100000095368,3948.100000095368,3933.2000000000007,3948.100000095368,1,0,0,,Click To Continue,Continue Button,2,object-4,Instructions
6,1784016321831,14/07/2026 08:05:21,1784016321831,1,14/07/2026 09:05:21,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,age,5wcce5,1,response,37,,2150,3716.5999999999985,3729,2150,3716.5999999999985,3729,1,1579,0,,Single Text Entry,Single Text Entry,2,object-11,Questions
7,1784016323938,14/07/2026 08:05:23,1784016323938,1,14/07/2026 09:05:23,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,continue,,,2119.300000095369,2116.800000000003,2119.300000095369,2119.300000095369,2116.800000000003,2119.300000095369,1,0,0,,Click To Continue,Continue Button,3,object-53,Questions
8,1784016323938,14/07/2026 08:05:23,1784016323938,1,14/07/2026 09:05:23,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,gender,9b3p1i,2,response,Male,,1100.5,2116.800000000003,2119.600000047685,1100.5,2116.800000000003,2119.600000047685,1,1019.1000000476852,0,,Multiple choice,Multiple choice,2,object-52,Questions
9,1784016326917,14/07/2026 08:05:26,1784016326917,1,14/07/2026 09:05:26,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,continue,,,2981.399999952315,2966.5,2981.399999952315,2981.399999952315,2966.5,2981.399999952315,1,0,0,,Click To Continue,Continue Button,3,object-68,Questions
10,1784016326917,14/07/2026 08:05:26,1784016326917,1,14/07/2026 09:05:26,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,vision,zaaw3i,3,response,Yes,,2050,2966.5,2981.699999904631,2050,2966.5,2981.699999904631,1,931.6999999046311,0,,Multiple choice,Multiple choice,2,object-67,Questions
11,1784016330661,14/07/2026 08:05:30,1784016330661,1,14/07/2026 09:05:30,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,continue,,,3759.8000000476823,3750,3759.8000000476823,3759.8000000476823,3750,3759.8000000476823,1,0,0,,Click To Continue,Continue Button,3,object-34,Questions
12,1784016330663,14/07/2026 08:05:30,1784016330663,1,14/07/2026 09:05:30,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,hearing,m4bmcz,4,response,No,,2466.699999999997,3750,3761.500000095366,2466.699999999997,3750,3761.500000095366,1,1294.800000095369,0,,Multiple choice,Multiple choice,2,object-33,Questions
13,1784016333621,14/07/2026 08:05:33,1784016333621,1,14/07/2026 09:05:33,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,continue,,,2969.000000095366,2966.9000000000015,2969.000000095366,2969.000000095366,2966.9000000000015,2969.000000095366,1,0,0,,Click To Continue,Continue Button,3,object-30,Questions
14,1784016333621,14/07/2026 08:05:33,1784016333621,1,14/07/2026 09:05:33,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,computer,alfmqs,5,response,Desktop/Tower,,1366.699999999997,2966.9000000000015,2969.0999999999985,1366.699999999997,2966.9000000000015,2969.0999999999985,1,1602.4000000000015,0,,Multiple choice,Multiple choice,2,object-29,Questions
15,1784016339465,14/07/2026 08:05:39,1784016339465,1,14/07/2026 09:05:39,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,continue,,,5846.1000000953645,5833.299999999996,5846.1000000953645,5846.1000000953645,5833.299999999996,5846.1000000953645,1,0,0,,Click To Continue,Continue Button,3,object-58,Questions
16,1784016339465,14/07/2026 08:05:39,1784016339465,1,14/07/2026 09:05:39,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,audio,odoh6m,6,response,Computer/Laptop speakers,,2849.7999999999956,5833.299999999996,5846.29999990463,2849.7999999999956,5833.299999999996,5846.29999990463,1,2996.499999904634,0,,Multiple choice,Multiple choice,2,object-57,Questions
17,1784016341954,14/07/2026 08:05:41,1784016341954,1,14/07/2026 09:05:41,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,continue,,,2502.6999999523177,2499.9000000000015,2502.6999999523177,2502.6999999523177,2499.9000000000015,2502.6999999523177,1,0,0,,Click To Continue,Continue Button,3,object-38,Questions
18,1784016341956,14/07/2026 08:05:41,1784016341956,1,14/07/2026 09:05:41,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Questions,cursor,r8v81l,7,response,Mouse,,1333.300000000003,2499.9000000000015,2504.100000047685,1333.300000000003,2499.9000000000015,2504.100000047685,1,1170.8000000476823,0,,Multiple choice,Multiple choice,2,object-37,Questions
19,1784016345166,14/07/2026 08:05:45,1784016345166,1,14/07/2026 09:05:45,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,3214.2000000476837,3200,3214.2000000476837,3214.2000000476837,3200,3214.2000000476837,1,0,0,,Audio Clip,Audio,2,object-41,Volume
20,1784016358179,14/07/2026 08:05:58,1784016358179,1,14/07/2026 09:05:58,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio finished,,16227.799999952316,16216.699999999997,16227.799999952316,16227.799999952316,16216.699999999997,16227.799999952316,1,0,0,,Audio Clip,Audio,2,object-41,Volume
21,1784016358692,14/07/2026 08:05:58,1784016358692,1,14/07/2026 09:05:58,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio started,,16740.799999952316,16733.300000000003,16740.799999952316,16740.799999952316,16733.300000000003,16740.799999952316,1,0,0,,Audio Clip,Audio,3,object-43,Volume
22,1784016368692,14/07/2026 08:06:08,1784016368692,1,14/07/2026 09:06:08,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,info,audio finished,,26740.200000047684,26733.300000000003,26740.200000047684,26740.200000047684,26733.300000000003,26740.200000047684,1,0,0,,Audio Clip,Audio,3,object-43,Volume
23,1784016369689,14/07/2026 08:06:09,1784016369689,1,14/07/2026 09:06:09,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,Spreadsheet1,1,Volume,Screen 1,8grzbf,1,continue,,,27737,27733.399999999994,27737,27737,27733.399999999994,27737,1,0,0,,Click To Continue,Continue Button,4,object-45,Volume
24,1784016369689,14/07/2026 08:06:09,1784016369689,1,14/07/2026 09:06:09,274266,20,task-fw7d,,57184627,BLINDED,16347558,,complete,,6a55ed78b3789f69da5ef14f,computer,Desktop or Laptop,Windows 10,Chrome 149.0.0.0,1920x1080,1920x911,,,0,Demographics Questionnaire,7,BCADE,Non-contingent,Spreadsheet1,,,,,,,info,END,,,,61562,,,,,,,,,,,,
